column,column_name
ATTR_VALUE38,"attribute_value38,attribute_value38,attribute_value38,attr_value38,attr_value38"
ATTR_VALUE39,"attribute_value39,attribute_value39,attribute_value39,attr_value39,attr_value39"
ATTR_VALUE4,"attribute_value4,attribute_value4,attribute_value4,attr_value4,attr_value4"
ATTR_VALUE40,"attribute_value40,attribute_value40,attribute_value40,attr_value40,attr_value40"
ATTR_VALUE41,"attribute_value41,attribute_value41,attribute_value41,attr_value41,attr_value41"
ATTR_VALUE42,"attribute_value42,attribute_value42,attribute_value42,attr_value42,attr_value42"
ATTR_VALUE43,"attribute_value43,attribute_value43,attribute_value43,attr_value43,attr_value43"
ATTR_VALUE44,"attribute_value44,attribute_value44,attribute_value44,attr_value44,attr_value44"
ATTR_VALUE5,"attribute_value5,attribute_value5,attribute_value5,attr_value5,attr_value5"
ATTR_VALUE6,"attribute_value6,attribute_value6,attribute_value6,attr_value6,attr_value6"
ATTR_VALUE7,"attribute_value7,attribute_value7,attribute_value7,attr_value7,attr_value7"
ATTR_VALUE8,"attribute_value8,attribute_value8,attribute_value8,attr_value8,attr_value8"
ATTR_VALUE9,"attribute_value9,attribute_value9,attribute_value9,attr_value9,attr_value9"
ATTR_VALUE_DESC,attrition_value_description
ATTR_VALUE_ID,attrition_value_id
ATTR_VALUE_ID1,attrition_value_id1
ATTR_VALUE_ID10,attrition_value_id10
ATTR_VALUE_ID11,attrition_value_id11
ATTR_VALUE_ID12,attrition_value_id12
ATTR_VALUE_ID13,attrition_value_id13
ATTR_VALUE_ID14,attrition_value_id14
ATTR_VALUE_ID15,attrition_value_id15
ATTR_VALUE_ID16,attrition_value_id16
ATTR_VALUE_ID17,attrition_value_id17
ATTR_VALUE_ID18,attrition_value_id18
ATTR_VALUE_ID19,attrition_value_id19
ATTR_VALUE_ID2,attrition_value_id2
ATTR_VALUE_ID20,attrition_value_id20
ATTR_VALUE_ID21,attrition_value_id21
ATTR_VALUE_ID22,attrition_value_id22
ATTR_VALUE_ID23,attrition_value_id23
ATTR_VALUE_ID24,attrition_value_id24
ATTR_VALUE_ID25,attrition_value_id25
ATTR_VALUE_ID26,attrition_value_id26
ATTR_VALUE_ID27,attrition_value_id27
ATTR_VALUE_ID28,attrition_value_id28
ATTR_VALUE_ID29,attrition_value_id29
ATTR_VALUE_ID3,attrition_value_id3
ATTR_VALUE_ID30,attrition_value_id30
ATTR_VALUE_ID31,attrition_value_id31
ATTR_VALUE_ID32,attrition_value_id32
ATTR_VALUE_ID33,attrition_value_id33
ATTR_VALUE_ID34,attrition_value_id34
ATTR_VALUE_ID35,attrition_value_id35
ATTR_VALUE_ID36,attrition_value_id36
ATTR_VALUE_ID37,attrition_value_id37
ATTR_VALUE_ID38,attrition_value_id38
ATTR_VALUE_ID39,attrition_value_id39
ATTR_VALUE_ID4,attrition_value_id4
ATTR_VALUE_ID40,attrition_value_id40
ATTR_VALUE_ID41,attrition_value_id41
ATTR_VALUE_ID42,attrition_value_id42
ATTR_VALUE_ID43,attrition_value_id43
ATTR_VALUE_ID44,attrition_value_id44
ATTR_VALUE_ID5,attrition_value_id5
ATTR_VALUE_ID6,attrition_value_id6
ATTR_VALUE_ID7,attrition_value_id7
ATTR_VALUE_ID8,attrition_value_id8
ATTR_VALUE_ID9,attrition_value_id9
ATTR_VAL_DESC,attribute_value_description
ATTR_VAL_DT,"attribute_value_date,attribute_value_date,attribute_value_date,attribute_value_date"
ATTR_VAL_ID,"attribute_value_id,attribute_value_id,attribute_value_id,attribute_value_id,attribute_value_id"
ATTR_VAL_INT,"attribute_value_integer,attribute_value_integer,attribute_value_integer,attribute_value_integer"
AUDIT,audit
AUDT_DT,audit_date
AUDT_STATUS_CODE,audit_status_code
AUDT_TM,audit_time
AUDT_WT_TLRNC_IND,audit_weight_tolerance_indicator
AUTHORIZED_QTY,authorized_quantity
AUTHZTN_CD_TXT,authorization_code_text
AUTH_CC_AMT,credit_card_authorization_amount
AUTH_CC_CODE,credit_card_authorization_code
AUTH_CC_DT,credit_card_authorization_date
AUTH_GC_CLASS_VAL,value_link_gift_card_class
AUTH_GC_PIN_VAL,value_link_gift_card_pin
AUTH_GC_PREV_BAL_AMT,value_link_gift_card_previous_balance
AUTH_GC_RSP_VAL,value_link_gift_card_response_value
AUTH_GC_TRACE_NUM,value_link_gift_card_trace_number
AUTH_GC_USER_NM,value_link_gift_card_user_name
AUTH_GC_VAL,value_link_gift_card_authorization_code
AUTH_PAYMENT_LINE_SEQ_NUM,authorization_payment_line_sequence_num
AUTH_RETURN_AMOUNT,authorized_return_amount
AUTH_SEARCH_CRITERIA,authorization_search_criteria
AUTH_SEARCH_METHOD_CD,"authorization_search_method_code,authorization_search_method_code"
AUTH_SEARCH_METHOD_DESC,authorization_search_method_description
AUTH_SEARCH_TYPE_CD,"authorization_search_type_code,authorization_search_type_code"
AUTH_SEARCH_TYPE_DESC,authorization_search_type_description
AUTH_TXT,"author_text,author_text"
AUTODM_SOURCE_ID,autodm_source_id
AUTOMATCH_ALLOWED_IND,"vendor.vendor_automatch_allowed_indicator,automatch_allow_indicator,automatch_allow_indicator"
AUTOMATCH_ALLWD_IND,automatch_allowed_indicator
AUTO_APPL_IND,auto_application_indicator
AUTO_MNFST_PK_AND_HOLD_CODE,auto_manifest_pack_and_hold_code
AUTO_REPL_WAVE_CODE,auto_replenish_wave_code
AUTO_RNEWL_DBLE_OPTIN_TS,auto_renewal_double_optin_timestamp
AUTO_RNEW_IND,"auto_renew_indicator,auto_renew_indicator"
AUTO_RNEW_IND_CHG_TS,auto_renew_indicator_changed_timestamp
AUTO_SUBST_CASE_CODE,auto_subset_case_code
AUTO_WORK_IND,"auto_work_indicator,auto_work_indicator,auto_work_indicator,auto_work_indicator,auto_work_indicator"
AVAIL_DSTRBN_CA_CD_COMN_ID,available_disribution_canada_code_common_id
AVAIL_DSTRBN_MX_CD_COMN_ID,available_disribution_mexico_code_common_id
AVAIL_DSTRBN_US_IND,available_disribution_us_indicator
AVAIL_FOR_SALE_QTY,available_for_sale_qty
AVC_PROD_IND,abusable_volatile_chemical_product_indicator
AVERAGE_COST,average_cost_amount
AVERAGE_INCOME,"average_income_amt,average_income_amt"
AVG_AGE_OF_POP,"avg_age_of_population,avg_age_of_population,avg_age_of_population"
AVG_AGE_POP_AGE_18_PLUS,"avg_age_of_population_age_18_plus,avg_age_of_population_age_18_plus,avg_age_of_population_age_18_plus"
AVG_AGE_POP_AGE_25_PLUS,"avg_age_of_population_age_25_plus,avg_age_of_population_age_25_plus,avg_age_of_population_age_25_plus"
AVG_BASE_SALES_AMT,avg_base_sales_amount
AVG_CHAIN_OH,avg_chain_on_hand
AVG_CHAIN_OO,avg_chain_on_order
AVG_CNFRMD_FCST_VAL,average_confirmed_forecast_volume
AVG_COST_AMT,avg_cost_amount
AVG_COUPON_ANY_AMT,avg_coupon_any_amount
AVG_COUPON_ANY_ITEMS,avg_coupon_any_items
AVG_COUPON_ANY_TXNS,avg_coupon_any_transactions
AVG_COUPON_COMPETITOR_AMT,avg_coupon_competitor_amount
AVG_COUPON_COMPETITOR_ITEMS,avg_coupon_competitor_items
AVG_COUPON_COMPETITOR_TXNS,avg_coupon_competitor_transactions
AVG_COUPON_ITEM_DOLL_OFF_AMT,avg_coupon_item_doll_off_amount
AVG_COUPON_ITEM_DOLL_OFF_ITEMS,avg_coupon_item_doll_off_items
AVG_COUPON_ITEM_DOLL_OFF_TXNS,avg_coupon_item_doll_off_transactions
AVG_COUPON_ITEM_PCT_OFF_AMT,avg_coupon_item_percentage_off_amount
AVG_COUPON_ITEM_PCT_OFF_ITEMS,avg_coupon_item_percentage_off_items
AVG_COUPON_ITEM_PCT_OFF_TXNS,avg_coupon_item_percentage_off_transactions
AVG_COUPON_TXN_DOLL_OFF_AMT,avg_coupon_transaction_doll_off_amount
AVG_COUPON_TXN_DOLL_OFF_ITEMS,avg_coupon_transaction_doll_off_items
AVG_COUPON_TXN_DOLL_OFF_TXNS,avg_coupon_transaction_doll_off_transactions
AVG_COUPON_TXN_PCT_OFF_AMT,avg_coupon_transaction_percentage_off_amount
AVG_COUPON_TXN_PCT_OFF_ITEMS,avg_coupon_transaction_percentage_off_items
AVG_COUPON_TXN_PCT_OFF_TXNS,avg_coupon_transaction_percentage_off_transactions
AVG_DAYS_BET_PURCH,average_days_between_purchase
AVG_FLD_FCST_VAL,average_confirmed_forecast_volume
AVG_FMLY_INCM,"avg_family_income,avg_family_income,avg_family_income"
AVG_GIFT_REGISTRY_AMT,avg_gift_registry_amount
AVG_GIFT_REGISTRY_PCT,avg_gift_registry_percentage
AVG_GROSS_SALES_AMT,avg_gross_sales_amount
AVG_GRS_RNT_RO_HSGU,"avg_gross_rent_renter_occupied_housing_unit,avg_gross_rent_renter_occupied_housing_unit"
AVG_HH_INCM,"avg_household_income,avg_household_income"
AVG_HH_INCM_INT,"avg_household_income_from_interest,avg_household_income_from_interest"
AVG_HH_INCM_OTH_SRC,"avg_household_income_from_other_source,avg_household_income_from_other_source"
AVG_HH_INCM_PUBLC_ASSTNC,"avg_household_income_from_public_assistance,avg_household_income_from_public_assistance"
AVG_HH_INCM_RETIRMT_SRC,"avg_household_income_from_retirement_source,avg_household_income_from_retirement_source"
AVG_HH_INCM_SLF_EMPLMT,"avg_household_income_from_self_employment,avg_household_income_from_self_employment"
AVG_HH_INCM_SOC_SCURTY_BNFT,"avg_household_income_from_social_security_benefit,avg_household_income_from_social_security_benefit"
AVG_HH_INCM_SPLMNL_SCURTY_BNFT,"avg_household_income_from_supplemental_security_benefit,avg_household_income_from_supplemental_security_benefit"
AVG_HH_INCM_WGS,"avg_household_income_from_wage_or_salary,avg_household_income_from_wage_or_salary"
AVG_HOME_VAL_OWO_HSG_UNIT,"avg_home_value_owner_occupied_housing_unit,avg_home_value_owner_occupied_housing_unit"
AVG_ITEM_TXN,average_transactions_per_item
AVG_ITMVAL_COUPND_ORD,average_item_value_coupon_order
AVG_ITMVAL_FREESHP_ORD,average_item_value_free_shipment_order
AVG_MARGIN_AMT,avg_margin_amount
AVG_MARGIN_PCT,avg_margin_percentage
AVG_MILES_TO_MANDATE_STORES,average_miles_to_mandate_stores
AVG_MKD_DISC_AMT,avg_marked_disc_amount
AVG_MKD_DISC_ITEMS,avg_marked_disc_items
AVG_MKD_DISC_TXNS,avg_marked_disc_transactions
AVG_NET_MARGIN_AMT,avg_net_margin_amount
AVG_NET_MARGIN_PCT,avg_net_margin_percentage
AVG_NET_SALES_AMT,avg_net_sales_amount
AVG_NET_SALES_PER_TXN,"avg_net_sales_per_transaction,avg_net_sales_per_transaction,avg_net_sales_per_transaction,avg_net_sales_per_transaction,avg_net_sales_per_txn"
AVG_NET_SALES_TXN,average_net_sales_per_transaction
AVG_NET_UNIT_PRICE,average_net_unit_price
AVG_NUM_COUPON_PER_TXN,"avg_coupons_per_transaction,avg_coupons_per_transaction,avg_coupons_per_transaction,avg_coupons_per_transaction,avg_num_coupon_per_txn,average_number_of_coupons_per_transaction"
AVG_NUM_PRSN_PER_FMLY_HH,"avg_number_person_per_family_household,avg_number_person_per_family_household"
AVG_NUM_PRSN_PER_HH,"avg_number_person_per_household,avg_number_person_per_household"
AVG_NUM_PRSN_PER_RM,"avg_number_person_per_room,avg_number_person_per_room"
AVG_NUM_RMS_PER_HSG_UNIT,"avg_number_room_per_housing_unit,avg_number_room_per_housing_unit"
AVG_NUM_VEHS_OWO_HHS,"avg_number_vehicle_available_to_owner_occupied_household,avg_number_vehicle_available_to_owner_occupied_household"
AVG_NUM_VEHS_RO_HHS,"avg_number_vehicle_available_to_renter_occupied_household,avg_number_vehicle_available_to_renter_occupied_household"
AVG_PCT_ANY_COUPON_DEPTH,avg_percentage_any_coupon_depth
AVG_PCT_ANY_SAVINGS_DEPTH,avg_percentage_any_savings_depth
AVG_PCT_COMPET_COUPON_DEPTH,avg_percentage_compet_coupon_depth
AVG_PCT_ITEMS_ON_ANY_COUPON,avg_percentage_items_on_any_coupon
AVG_PCT_ITEMS_ON_ANY_SAVINGS,avg_percentage_items_on_any_savings
AVG_PCT_ITEMS_ON_COMPET_COUPON,avg_percentage_items_on_compet_coupon
AVG_PCT_ITEMS_ON_ITEM_DOL_COUPON,avg_percentage_items_on_item_dol_coupon
AVG_PCT_ITEMS_ON_ITEM_PCT_COUPON,avg_percentage_items_on_item_percentage_coupon
AVG_PCT_ITEMS_ON_MKD_DISC,avg_percentage_items_on_markdown_discount
AVG_PCT_ITEMS_ON_TXN_DOL_COUPON,avg_percentage_items_on_transaction_dol_coupon
AVG_PCT_ITEMS_ON_TXN_PCT_COUPON,avg_percentage_items_on_transaction_percentage_coupon
AVG_PCT_ITEMS_RETURNED,avg_percentage_items_returned
AVG_PCT_ITEM_DOL_COUPON_DEPTH,avg_percentage_item_dol_coupon_depth
AVG_PCT_ITEM_PCT_COUPON_DEPTH,avg_percentage_item_percentage_coupon_depth
AVG_PCT_MKD_DISC_DEPTH,avg_percentage_marked_discount_depth
AVG_PCT_SALES_ON_ANY_COUPON,avg_percentage_sales_on_any_coupon
AVG_PCT_SALES_ON_ANY_SAVINGS,avg_percentage_sales_on_any_savings
AVG_PCT_SALES_ON_COMPET_COUPON,avg_percentage_sales_on_compet_coupon
AVG_PCT_SALES_ON_ITEM_DOL_COUPON,avg_percentage_sales_on_item_dol_coupon
AVG_PCT_SALES_ON_ITEM_PCT_COUPON,avg_percentage_sales_on_item_percentage_coupon
AVG_PCT_SALES_ON_TXN_DOL_COUPON,avg_percentage_sales_on_transaction_dol_coupon
AVG_PCT_SALES_ON_TXN_PCT_COUPON,avg_percentage_sales_on_transaction_percentage_coupon
AVG_PCT_SALES_RETURNED,avg_percentage_sales_returned
AVG_PCT_TXNS_ON_ANY_COUPON,avg_percentage_transactions_on_any_coupon
AVG_PCT_TXNS_ON_ANY_SAVINGS,avg_percentage_transactions_on_any_savings
AVG_PCT_TXNS_ON_COMPET_COUPON,avg_percentage_transactions_on_compet_coupon
AVG_PCT_TXNS_ON_ITEM_DOL_COUPON,avg_percentage_transactions_on_item_dol_coupon
AVG_PCT_TXNS_ON_ITEM_PCT_COUPON,avg_percentage_transactions_on_item_percentage_coupon
AVG_PCT_TXNS_ON_TXN_DOL_COUPON,avg_percentage_transactions_on_txn_dol_coupon
AVG_PCT_TXNS_ON_TXN_PCT_COUPON,avg_percentage_transactions_on_txn_percentage_coupon
AVG_PCT_TXN_DOL_COUPON_DEPTH,avg_percentage_transaction_dol_coupon_depth
AVG_PCT_TXN_PCT_COUPON_DEPTH,avg_percentage_transaction_percentage_coupon_depth
AVG_PHY_INV_RET_VALUE,average_physical_inventory_retail_value
AVG_PKUP_DAY,average_pickup_day
AVG_PLNR_FCST_VAL,average_planner_forecast_volume
AVG_PURCHASE_CYCLE,"avg_days_between_purchases,avg_days_between_purchases,avg_days_between_purchases,avg_days_between_purchases,avg_purchase_cycle"
AVG_RECENCY,avg_recency
AVG_REDEEM_24,"average_redeem_24,average_redeem_24"
AVG_RED_TIME_L24M,avg_red_time_l24m
AVG_RETURN_AMT,avg_return_amount
AVG_RETURN_ITEMS,avg_return_items
AVG_SALES_AMT,avg_sales_amount
AVG_SALES_PER_TXN,"avg_sales_per_transaction,avg_sales_per_transaction,avg_sales_per_transaction,avg_sales_per_transaction,avg_sales_per_txn"
AVG_SALE_AMT,"average_sale_amount,average_sale_amount"
AVG_SALE_LAST_YR,avg_sale_last_year
AVG_TOTAL_ITEMS_PER_TXN,"avg_items_per_transaction,avg_items_per_transaction,avg_items_per_transaction,avg_items_per_transaction,avg_total_items_per_txn"
AVG_TOTAL_SAVINGS_AMT,avg_total_savings_amount
AVG_TOTAL_SAVINGS_ITEMS,avg_total_savings_items
AVG_TOTAL_SAVINGS_TXNS,avg_total_savings_transactions
AVG_TRANS_SIZE_AMT,"average_transaction_size_amount,average_transaction_size_amount"
AVG_TRLR_TRNRND_TM,average_trailer_turnaround_time_quantiry
AVG_TRNST_DAY,average_transit_day
AVG_UNIQUE_ITEMS_PER_TXN,"avg_unique_items_per_transaction,avg_unique_items_per_transaction,avg_unique_items_per_transaction,avg_unique_items_per_transaction,avg_unique_items_per_txn"
AVG_UNIT_PRICE,"avg_unit_price_per_transaction,avg_unit_price_per_transaction,avg_unit_price_per_transaction,avg_unit_price_per_transaction,avg_unit_price"
AVG_UNLD_TM_PER_CASE,average_unload_time_per_case_quantity
AVG_VAL_COUPONED_ORD,average_value_coupon_order
AVG_VAL_FREESHP_ORD,average_value_free_shipment_order
AVG_VENDOR_LEAD_DAYS,average_vendor_lead_days
AVG_WLT_PER_C_A_WITH_WLT_GT1,"customer_address_with_wallet_greater_than_1_avg,customer_address_with_wallet_greater_than_1_avg,avg_wallet_per_customer_address_with_wallet_greater_than_1,avg_wallet_per_customer_address_with_wallet_greater_than_1"
AVIATION_IND,"aviation_indicator,aviation_indicator,aviation_indicator,aviation_indicator,aviation_indicator"
AVLBLTY_DISABLE_IND,availability_disable_indicator
A_A1270N_PX21_01Y_BEGINNINGS,"A_A1270N_PX21_01Y_BEGINNINGS,A_A1270N_PX21_01Y_BEGINNINGS,A_A1270N_PX21_01Y_BEGINNINGS,A_A1270N_PX21_01Y_BEGINNINGS"
A_A1270N_PX21_02Y_TAKING_HOLD,"A_A1270N_PX21_02Y_TAKING_HOLD,A_A1270N_PX21_02Y_TAKING_HOLD,A_A1270N_PX21_02Y_TAKING_HOLD,A_A1270N_PX21_02Y_TAKING_HOLD"
A_A1270N_PX21_03X_TRANS_TIME,"A_A1270N_PX21_03X_TRANS_TIME,A_A1270N_PX21_03X_TRANS_TIME,A_A1270N_PX21_03X_TRANS_TIME,A_A1270N_PX21_03X_TRANS_TIME"
A_A1270N_PX21_04X_FLYNG_SOLO,"A_A1270N_PX21_04X_FLYNG_SOLO,A_A1270N_PX21_04X_FLYNG_SOLO,A_A1270N_PX21_04X_FLYNG_SOLO,A_A1270N_PX21_04X_FLYNG_SOLO"
A_A1270N_PX21_05X_FMLY_FOCUSD,"A_A1270N_PX21_05X_FMLY_FOCUSD,A_A1270N_PX21_05X_FMLY_FOCUSD,A_A1270N_PX21_05X_FMLY_FOCUSD,A_A1270N_PX21_05X_FMLY_FOCUSD"
A_A1270N_PX21_06X_MXD_SNGLS,"A_A1270N_PX21_06X_MXD_SNGLS,A_A1270N_PX21_06X_MXD_SNGLS,A_A1270N_PX21_06X_MXD_SNGLS,A_A1270N_PX21_06X_MXD_SNGLS"
A_A1270N_PX21_07X_CASH_CAREERS,"A_A1270N_PX21_07X_CASH_CAREERS,A_A1270N_PX21_07X_CASH_CAREERS,A_A1270N_PX21_07X_CASH_CAREERS,A_A1270N_PX21_07X_CASH_CAREERS"
A_A1270N_PX21_08X_JMBO_FMLYS,"A_A1270N_PX21_08X_JMBO_FMLYS,A_A1270N_PX21_08X_JMBO_FMLYS,A_A1270N_PX21_08X_JMBO_FMLYS,A_A1270N_PX21_08X_JMBO_FMLYS"
A_A1270N_PX21_09B_MDDLNG_SNGLS,"A_A1270N_PX21_09B_MDDLNG_SNGLS,A_A1270N_PX21_09B_MDDLNG_SNGLS,A_A1270N_PX21_09B_MDDLNG_SNGLS,A_A1270N_PX21_09B_MDDLNG_SNGLS"
A_A1270N_PX21_10B_MXD_MDDLRS,"A_A1270N_PX21_10B_MXD_MDDLRS,A_A1270N_PX21_10B_MXD_MDDLRS,A_A1270N_PX21_10B_MXD_MDDLRS,A_A1270N_PX21_10B_MXD_MDDLRS"
A_A1270N_PX21_11B_FRTUNS_FMLLYS,"A_A1270N_PX21_11B_FRTUNS_FMLLYS,A_A1270N_PX21_11B_FRTUNS_FMLLYS,A_A1270N_PX21_11B_FRTUNS_FMLLYS,A_A1270N_PX21_11B_FRTUNS_FMLLYS"
A_A1270N_PX21_12B_FLSH_FMLYS,"A_A1270N_PX21_12B_FLSH_FMLYS,A_A1270N_PX21_12B_FLSH_FMLYS,A_A1270N_PX21_12B_FLSH_FMLYS,A_A1270N_PX21_12B_FLSH_FMLYS"
A_A1270N_PX21_13B_TRUE_BLUES,"A_A1270N_PX21_13B_TRUE_BLUES,A_A1270N_PX21_13B_TRUE_BLUES,A_A1270N_PX21_13B_TRUE_BLUES,A_A1270N_PX21_13B_TRUE_BLUES"
A_A1270N_PX21_14B_OUR_TURN,"A_A1270N_PX21_14B_OUR_TURN,A_A1270N_PX21_14B_OUR_TURN,A_A1270N_PX21_14B_OUR_TURN,A_A1270N_PX21_14B_OUR_TURN"
A_A1270N_PX21_15M_MTRE_WLTH,"A_A1270N_PX21_15M_MTRE_WLTH,A_A1270N_PX21_15M_MTRE_WLTH,A_A1270N_PX21_15M_MTRE_WLTH,A_A1270N_PX21_15M_MTRE_WLTH,A_A1270N_PX21_15M_MTRE_WLTH"
A_A1270N_PX21_16M_AGNG_UPSCL,"A_A1270N_PX21_16M_AGNG_UPSCL,A_A1270N_PX21_16M_AGNG_UPSCL,A_A1270N_PX21_16M_AGNG_UPSCL,A_A1270N_PX21_16M_AGNG_UPSCL"
A_A1270N_PX21_17M_MDST_MEANS,"A_A1270N_PX21_17M_MDST_MEANS,A_A1270N_PX21_17M_MDST_MEANS,A_A1270N_PX21_17M_MDST_MEANS,A_A1270N_PX21_17M_MDST_MEANS"
A_A1270N_PX21_18M_MTRE_RSTCS,"A_A1270N_PX21_18M_MTRE_RSTCS,A_A1270N_PX21_18M_MTRE_RSTCS,A_A1270N_PX21_18M_MTRE_RSTCS,A_A1270N_PX21_18M_MTRE_RSTCS"
A_A1270N_PX21_19M_GLDN_YRS,"A_A1270N_PX21_19M_GLDN_YRS,A_A1270N_PX21_19M_GLDN_YRS,A_A1270N_PX21_19M_GLDN_YRS,A_A1270N_PX21_19M_GLDN_YRS,A_A1270N_PX21_19M_GLDN_YRS"
A_A1270N_PX21_20S_ACTV_ELDRS,"A_A1270N_PX21_20S_ACTV_ELDRS,A_A1270N_PX21_20S_ACTV_ELDRS,A_A1270N_PX21_20S_ACTV_ELDRS,A_A1270N_PX21_20S_ACTV_ELDRS"
A_A1270N_PX21_21S_LEISURE_BFFS,"A_A1270N_PX21_21S_LEISURE_BFFS,A_A1270N_PX21_21S_LEISURE_BFFS,A_A1270N_PX21_21S_LEISURE_BFFS,A_A1270N_PX21_21S_LEISURE_BFFS"
A_A1270N_PX21_BLANK,"A_A1270N_PX21_BLANK,A_A1270N_PX21_BLANK,A_A1270N_PX21_BLANK,A_A1270N_PX21_BLANK"
A_A1270N_PX5_BLANK,"A_A1270N_PX5_BLANK,A_A1270N_PX5_BLANK,A_A1270N_PX5_BLANK,A_A1270N_PX5_BLANK"
A_A1270N_PX5_B_BOOMERS,"A_A1270N_PX5_B_BOOMERS,A_A1270N_PX5_B_BOOMERS,A_A1270N_PX5_B_BOOMERS,A_A1270N_PX5_B_BOOMERS"
A_A1270N_PX5_M_MATURE,"A_A1270N_PX5_M_MATURE,A_A1270N_PX5_M_MATURE,A_A1270N_PX5_M_MATURE,A_A1270N_PX5_M_MATURE"
A_A1270N_PX5_S_SENIORS,"A_A1270N_PX5_S_SENIORS,A_A1270N_PX5_S_SENIORS,A_A1270N_PX5_S_SENIORS,A_A1270N_PX5_S_SENIORS"
A_A1270N_PX5_X_GEN_X,"A_A1270N_PX5_X_GEN_X,A_A1270N_PX5_X_GEN_X,A_A1270N_PX5_X_GEN_X,A_A1270N_PX5_X_GEN_X"
A_A1270N_PX5_Y_GEN_Y,"A_A1270N_PX5_Y_GEN_Y,A_A1270N_PX5_Y_GEN_Y,A_A1270N_PX5_Y_GEN_Y,A_A1270N_PX5_Y_GEN_Y"
A_A1273_POP_DEN_CD,"A_A1273_POP_DEN_CD,A_A1273_POP_DEN_CD,A_A1273_POP_DEN_CD"
A_A2779N_PROPEN_SCR_INTNT_01,"A_A2779N_PROPEN_SCR_INTNT_01,A_A2779N_PROPEN_SCR_INTNT_01,A_A2779N_PROPEN_SCR_INTNT_01,A_A2779N_PROPEN_SCR_INTNT_01"
A_A2779N_PROPEN_SCR_INTNT_01_03,"A_A2779N_PROPEN_SCR_INTNT_01_03,A_A2779N_PROPEN_SCR_INTNT_01_03,A_A2779N_PROPEN_SCR_INTNT_01_03,A_A2779N_PROPEN_SCR_INTNT_01_03"
A_A2779N_PROPEN_SCR_INTNT_02,"A_A2779N_PROPEN_SCR_INTNT_02,A_A2779N_PROPEN_SCR_INTNT_02,A_A2779N_PROPEN_SCR_INTNT_02,A_A2779N_PROPEN_SCR_INTNT_02"
A_A2779N_PROPEN_SCR_INTNT_03,"A_A2779N_PROPEN_SCR_INTNT_03,A_A2779N_PROPEN_SCR_INTNT_03,A_A2779N_PROPEN_SCR_INTNT_03,A_A2779N_PROPEN_SCR_INTNT_03"
A_A2779N_PROPEN_SCR_INTNT_04,"A_A2779N_PROPEN_SCR_INTNT_04,A_A2779N_PROPEN_SCR_INTNT_04,A_A2779N_PROPEN_SCR_INTNT_04,A_A2779N_PROPEN_SCR_INTNT_04"
A_A2779N_PROPEN_SCR_INTNT_04_07,"A_A2779N_PROPEN_SCR_INTNT_04_07,A_A2779N_PROPEN_SCR_INTNT_04_07,A_A2779N_PROPEN_SCR_INTNT_04_07,A_A2779N_PROPEN_SCR_INTNT_04_07"
A_A2779N_PROPEN_SCR_INTNT_05,"A_A2779N_PROPEN_SCR_INTNT_05,A_A2779N_PROPEN_SCR_INTNT_05,A_A2779N_PROPEN_SCR_INTNT_05,A_A2779N_PROPEN_SCR_INTNT_05"
A_A2779N_PROPEN_SCR_INTNT_06,"A_A2779N_PROPEN_SCR_INTNT_06,A_A2779N_PROPEN_SCR_INTNT_06,A_A2779N_PROPEN_SCR_INTNT_06,A_A2779N_PROPEN_SCR_INTNT_06"
A_A2779N_PROPEN_SCR_INTNT_07,"A_A2779N_PROPEN_SCR_INTNT_07,A_A2779N_PROPEN_SCR_INTNT_07,A_A2779N_PROPEN_SCR_INTNT_07,A_A2779N_PROPEN_SCR_INTNT_07"
A_A2779N_PROPEN_SCR_INTNT_08,"A_A2779N_PROPEN_SCR_INTNT_08,A_A2779N_PROPEN_SCR_INTNT_08,A_A2779N_PROPEN_SCR_INTNT_08,A_A2779N_PROPEN_SCR_INTNT_08"
A_A2779N_PROPEN_SCR_INTNT_08_10,"A_A2779N_PROPEN_SCR_INTNT_08_10,A_A2779N_PROPEN_SCR_INTNT_08_10,A_A2779N_PROPEN_SCR_INTNT_08_10,A_A2779N_PROPEN_SCR_INTNT_08_10"
A_A2779N_PROPEN_SCR_INTNT_09,"A_A2779N_PROPEN_SCR_INTNT_09,A_A2779N_PROPEN_SCR_INTNT_09,A_A2779N_PROPEN_SCR_INTNT_09,A_A2779N_PROPEN_SCR_INTNT_09"
A_A2779N_PROPEN_SCR_INTNT_10,"A_A2779N_PROPEN_SCR_INTNT_10,A_A2779N_PROPEN_SCR_INTNT_10,A_A2779N_PROPEN_SCR_INTNT_10,A_A2779N_PROPEN_SCR_INTNT_10"
A_A2779N_PROPEN_SCR_INTNT_BLANK,"A_A2779N_PROPEN_SCR_INTNT_BLANK,A_A2779N_PROPEN_SCR_INTNT_BLANK,A_A2779N_PROPEN_SCR_INTNT_BLANK,A_A2779N_PROPEN_SCR_INTNT_BLANK"
A_A2780N_PROPEN_SCR_MAIL_01,"A_A2780N_PROPEN_SCR_MAIL_01,A_A2780N_PROPEN_SCR_MAIL_01,A_A2780N_PROPEN_SCR_MAIL_01,A_A2780N_PROPEN_SCR_MAIL_01"
A_A2780N_PROPEN_SCR_MAIL_01_03,"A_A2780N_PROPEN_SCR_MAIL_01_03,A_A2780N_PROPEN_SCR_MAIL_01_03,A_A2780N_PROPEN_SCR_MAIL_01_03,A_A2780N_PROPEN_SCR_MAIL_01_03"
