column,column_name
END_DT,"end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,distribution_method_end_date,end_date,item_import_end_date,item_item_season_end_date,end_date,item_pattern_end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date,end_date"
END_EFFECTIVE_DT,"end_effective_date,end_effective_date,end_effective_date,end_effective_date,end_effective_date,end_effective_date"
END_FISCAL_WEEK_KEY,end_fiscal_week_key
END_FISCAL_WEEK_TIMEKEY,end_fiscal_week_date
END_INDUCTN_DT,end_induction_date
END_INDUCTN_TM,end_induction_time
END_LOWER_LEVEL_IND,end_lower_level_indicator
END_LOWR_LVL_EV_IND,end_lower_level_event_indicator
END_PICK_TM,end_pick_time
END_PK_DT,end_pick_date
END_PK_TM,end_pick_time
END_RPLNSH_DT,end_replenish_date
END_RPLNSH_TM,end_replenish_time
END_TIME,end_time
END_TIMEKEY,"parent_affilation_end_date,parent_affilation_end_date"
END_TM,end_time
END_TS,end_timestamp
ENFRC_EXPN_IND,enforce_expiration_indicator
ENHNCD_CHGPLUS_MTCH_CD,"enhanced_changeplus_match_code,enhanced_changeplus_match_code"
ENHNCD_CHGPLUS_MTCH_DESC,"enhanced_changeplus_match_description,enhanced_changeplus_match_description"
ENHNCD_CHGPLUS_MTCH_ID,"enhanced_changeplus_match_id,enhanced_changeplus_match_id,enhanced_changeplus_match_id"
ENRLMT_DURTN,"enrollment_duration,enrollment_duration"
ENRLMT_EML_MSG_TXT,"enrollment_email_message_text,enrollment_email_message_text"
ENRLMT_EML_PRGM_IND,enrollment_email_program_id
ENRLMT_OFFER_DURTN,"enrollment_offer_duration,enrollment_offer_duration"
ENRLMT_ONLN_OFFER_CD,"enrollment_online_offer_code,enrollment_online_offer_code"
ENRLMT_ONLN_SHP_OFFER_CD,"enrollment_online_ship_offer_code,enrollment_online_shop_offer_code"
ENRLMT_RECORD_SOURCE_CD,"enrollment_record_source_code,enrollment_record_source_code"
ENRLMT_SHP_OFFER_DURTN,"enrollment_ship_offer_duration,enrollment_shop_offer_duration"
ENRLMT_SKU_NUM,"enrollment_sku_number,enrollment_sku_num"
ENROLLMENT_DATE,"enrollment_date,enrollment_date"
ENTER_METHOD_CD,"enter_method_code,transaction_enter_method_code,enter_method_code,enter_method_code,enter_method_code,transaction_enter_method_code,enter_method_code"
ENTER_METHOD_DESC,"enter_method_description,enter_method_description"
ENTRP_PROD_HIERY_PATH_TXT,"enterprise_product_hierarchy_path_text,enterprise_product_hierarchy_path_text"
ENTRP_PROD_HIERY_PROD_NODE_ID,"enterprise_product_hierarchy_product_node_id,enterprise_product_hierarchy_product_node_id"
ENTRYWAY_LDTM,"entryway_lead_time,entryway_lead_time,entryway_lead_time"
ENTRY_CD,entry_code
ENTRY_DATE,entry_date
ENTRY_DT,"entry_date,entry_date,entry_date"
ENTRY_METHOD,"entry_method,entry_method,entry_method"
ENTR_ADULTHOOD_IND,"enter_adulthood_indicator,enter_adulthood_indicator,enter_adulthood_indicator,enter_adulthood_indicator,enter_adulthood_indicator,entr_adulthood_ind,enter_adulthood_indicator"
ENVRMT_ISSUES_IND,"environment_issue_indicator,environment_issue_indicator,environment_issue_indicator,environment_issue_indicator,environment_issue_indicator"
EOD_ON_HAND_COST,"end_of_day_on_hand_cost_amount,end_of_day_on_hand_cost_amount,end_of_day_on_hand_cost_amount,end_of_day_on_hand_cost_amount"
EOD_ON_HAND_RETAIL,"end_of_day_on_hand_retail_amount,end_of_day_on_hand_retail_amount,end_of_day_on_hand_retail_amount,end_of_day_on_hand_retail_amount"
EOD_ON_HAND_UNITS,"end_of_day_on_hand_units,end_of_day_on_hand_units,end_of_day_on_hand_units,end_of_day_on_hand_units"
EOD_OUT_OF_STOCK_FLAG,end_of_day_out_of_stock_flag
EOD_PROJECTED_TRANSFER_COST,"end_of_day_projected_transfer_cost_amount,end_of_day_projected_transfer_cost_amount,end_of_day_projected_transfer_cost_amount,end_of_day_projected_transfer_cost_amount"
EOD_PROJECTED_TRANSFER_RETAIL,"end_of_day_projected_transfer_retail_amount,end_of_day_projected_transfer_retail_amount,end_of_day_projected_transfer_retail_amount,end_of_day_projected_transfer_retail_amount"
EOD_PROJECTED_TRANSFER_UNITS,"end_of_day_projected_transfer_units,end_of_day_projected_transfer_units,end_of_day_projected_transfer_units,end_of_day_projected_transfer_units"
EOD_PURCHASE_ON_ORDER_COST,"end_of_day_purchase_on_order_cost_amount,end_of_day_purchase_on_order_cost_amount,end_of_day_purchase_on_order_cost_amount,end_of_day_purchase_on_order_cost_amount"
EOD_PURCHASE_ON_ORDER_COST_LF,"end_of_day_purchase_on_order_cost_load_factor,end_of_day_purchase_on_order_cost_load_factor,end_of_day_purchase_on_order_cost_load_factor,end_of_day_purchase_on_order_cost_load_factor"
EOD_PURCHASE_ON_ORDER_RETAIL,"end_of_day_purchase_on_order_retail_amount,end_of_day_purchase_on_order_retail_amount,end_of_day_purchase_on_order_retail_amount,end_of_day_purchase_on_order_retail_amount"
EOD_PURCHASE_ON_ORDER_UNITS,"end_of_day_purchase_on_order_units,end_of_day_purchase_on_order_units,end_of_day_purchase_on_order_units,end_of_day_purchase_on_order_units"
EOD_STORE_INVENTORY_STATUS,end_of_day_store_inventory_status
EOD_TRANSFER_IN_COST,"end_of_day_transfer_in_cost_amount,end_of_day_transfer_in_cost_amount,end_of_day_transfer_in_cost_amount,end_of_day_transfer_in_cost_amount"
EOD_TRANSFER_IN_RETAIL,"end_of_day_transfer_in_retail_amount,end_of_day_transfer_in_retail_amount,end_of_day_transfer_in_retail_amount,end_of_day_transfer_in_retail_amount"
EOD_TRANSFER_IN_UNITS,"end_of_day_transfer_in_units,end_of_day_transfer_in_units,end_of_day_transfer_in_units,end_of_day_transfer_in_units"
EOD_TRANSFER_OUT_COST,"end_of_day_transfer_out_cost_amount,end_of_day_transfer_out_cost_amount,end_of_day_transfer_out_cost_amount,end_of_day_transfer_out_cost_amount"
EOD_TRANSFER_OUT_RETAIL,"end_of_day_transfer_out_retail_amount,end_of_day_transfer_out_retail_amount,end_of_day_transfer_out_retail_amount,end_of_day_transfer_out_retail_amount"
EOD_TRANSFER_OUT_UNITS,"end_of_day_transfer_out_units,end_of_day_transfer_out_units,end_of_day_transfer_out_units,end_of_day_transfer_out_units"
EOP_CUR_PLN_SYS_DOL_AMT,"end_of_period_current_plan_system_amount,end_of_period_current_plan_system_amount"
EOP_ORG_PLN_SYS_DOL_AMT,"end_of_period_original_plan_system_amount,end_of_period_original_plan_system_amount"
EOP_STR_CUR_PLN_DOL_AMT,"end_of_period_store_current_plan_amount,end_of_period_store_current_plan_amount"
EOP_STR_ORG_PLN_DOL_AMT,"end_of_period_store_original_plan_amount,end_of_period_store_original_plan_amount"
EOP_WHS_CUR_PLN_DOL_AMT,"end_of_period_warehouse_current_plan_amount,end_of_period_warehouse_current_plan_amount"
EOP_WHS_ORG_PLN_DOL_AMT,"end_of_period_warehouse_original_plan_amount,end_of_period_warehouse_original_plan_amount"
EOT_AGE_IN_DAYS,end_of_time_age_in_days
EOT_AGE_IN_PERIODS,"end_of_time_age_in_periods,end_of_time_age_in_periods"
EOT_LOCATION_DROP_DATE,end_of_time_location_drop_date
EOT_LOCATION_RETAIL_PRICE,eod_of_time_location_retail_price
EOT_ON_HAND_COST,"end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount,end_of_time_on_hand_cost_amount"
EOT_ON_HAND_RETAIL,"end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount,end_of_time_on_hand_retail_amount"
EOT_ON_HAND_UNITS,"end_of_time_on_hand_units,end_of_time_on_hand_units,end_of_time_on_hand_units,end_of_time_on_hand_units,end_of_time_on_hand_units,end_of_time_on_hand_units,end_of_time_on_hand_units"
EOT_OPEN_PO_EXT_COST,end_of_time_open_po_extended_cost_amount
EOT_OPEN_PO_EXT_COST_LF,end_of_time_open_po_extended_cost_load_factor
EOT_OPEN_PO_EXT_RETAIL,end_of_time_open_po_extended_retail_amount
EOT_OPEN_PO_UNITS,end_of_time_open_po_units
EOT_OUT_OF_STOCK_FLAG,end_of_time_out_of_stock_flag
EOT_PROJECTED_TRANSFER_COST,"end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount,end_of_time_projected_transfer_cost_amount"
EOT_PROJECTED_TRANSFER_RETAIL,"end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount,end_of_time_projected_transfer_retail_amount"
EOT_PROJECTED_TRANSFER_UNITS,"end_of_time_projected_transfer_units,end_of_time_projected_transfer_units,end_of_time_projected_transfer_units,end_of_time_projected_transfer_units,end_of_time_projected_transfer_units,end_of_time_projected_transfer_units,end_of_time_projected_transfer_units"
EOT_PURCHASE_ON_ORDER_COST,"end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount,end_of_time_purchase_on_order_cost_amount"
EOT_PURCHASE_ON_ORDER_COST_LF,"end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor,end_of_time_purchase_on_order_cost_load_factor"
EOT_PURCHASE_ON_ORDER_RETAIL,"end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount,end_of _time_purchase_on_order_retail_amount"
EOT_PURCHASE_ON_ORDER_UNITS,"end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units,end_of_time_purchase_on_order_units"
EOT_STORE_INVENTORY_STATUS,end_of_time_store_inventory_status
EOT_TRANSFER_IN_COST,"end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount,end_of_time_transfer_in_cost_amount"
EOT_TRANSFER_IN_RETAIL,"end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount,end_of_time_transfer_in_retail_amount"
EOT_TRANSFER_IN_UNITS,"end_of_time_transfer_in_units,end_of_time_transfer_in_units,end_of_time_transfer_in_units,end_of_time_transfer_in_units,end_of_time_transfer_in_units,end_of_time_transfer_in_units,end_of_time_transfer_in_units"
EOT_TRANSFER_OUT_COST,"end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount,end_of_time_transfer_out_cost_amount"
EOT_TRANSFER_OUT_RETAIL,"end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount,end_of_time_transfer_out_retail_amount"
EOT_TRANSFER_OUT_UNITS,"end_of_time_transfer_out_units,end_of_time_transfer_out_units,end_of_time_transfer_out_units,end_of_time_transfer_out_units,end_of_time_transfer_out_units,end_of_time_transfer_out_units,end_of_time_transfer_out_units"
EOW_DOLLARS_AT_COST,end_of_week_cost_dollar_amount
EOW_DOLLARS_AT_RETAIL,end_of_week_retail_dollar_amount
EOW_ON_HAND_COST,end_of_week_on_hands_cost_amount
EOW_ON_HAND_RETAIL,end_of_week_on_hands_retail
EOW_ON_HAND_UNITS,end_of_week_on_hands_units
EOW_OPEN_STORES_CNT_OUT_STK_A,end_of_week_open_stores_count_out_stock_a
EOW_OPEN_STORES_CNT_OUT_STK_D,end_of_week_open_stores_count_out_stock_d
EOW_OPEN_STORES_CNT_OUT_STK_I,end_of_week_open_stores_count_out_stock_i
EOW_OPEN_STORES_CNT_OUT_STK_N,end_of_week_open_stores_count_out_stock_n
EOW_OPEN_STORES_CNT_OUT_STK_P,end_of_week_open_stores_count_out_stock_p
EOW_OPEN_STORES_CNT_STATUS_A,end_of_week_open_stores_count_status_a
EOW_OPEN_STORES_CNT_STATUS_D,end_of_week_open_stores_count_status_d
EOW_OPEN_STORES_CNT_STATUS_I,end_of_week_open_stores_count_status_i
EOW_OPEN_STORES_CNT_STATUS_N,end_of_week_open_stores_count_status_n
EOW_OPEN_STORES_CNT_STATUS_P,end_of_week_open_stores_count_status_p
EOW_PURCHASE_ON_ORDER_COST,end_of_week_purchase_on_order_cost_amount
EOW_PURCHASE_ON_ORDER_COST_LF,end_of_week_purchase_on_order_cost_lf
EOW_PURCHASE_ON_ORDER_RETAIL,end_of_week_purchase_on_order_retail
EOW_PURCHASE_ON_ORDER_UNITS,end_of_week_purchase_on_order_units
EOW_TRANSFER_OUT_COST,end_of_week_transfer_out_cost_amount
EOW_TRANSFER_OUT_RETAIL,end_of_week_transfer_out_retail
EOW_TRANSFER_OUT_UNITS,end_of_week_transfer_out_units
EPA_RELEVANT_IND,epa_relevant_indicator
EPA_RGSTRN_NUM,epa_registration_num
EPCIOR_RENTRY_IND,epicor_reentry_indicator
EPC_GNRTN_CODE,electronic_product_code_generation_code
EPC_WTH_WAVE_IND,electronic_product_code_with_wave_indicator
EPH_PATH_TXT,enterprise_product_hierarchy_path_text
EPH_PROD_NODE_NAME,"enterprise_product_hierarchy_product_node_name,web_hierarchy_top_navigation_node_name,web_hierarchy_sub_navigation_node_name,web_hierarchy_third_navigation_node_name,enterprise_product_hierarchy_product_node_name"
EPH_WEB_CATEGORY_PATH_DESC,web_category_path_description
EQUESTRIAN_IND,"equestrian_indicator,equestrian_indicator,equestrian_indicator,equestrian_indicator,equestrian_indicator"
ERLT_DRP_DT,earliest_drop_date
ERLT_DRP_TM,earliest_drop_time
ERLT_PKUP_DT,earliest_pickup_date
ERLT_PKUP_TM,earliest_pickup_time
ERROR_CODE,"error_code,error_code"
ERROR_COUNT,"error_count,error_count"
ERROR_DESCRIPTION,"error_description,error_description"
ERROR_REC_MSG,"error_received_message,error_received_message"
ERR_CD_TXT,error_code_text
ERR_IND,error_indicator
ERR_STATUS_ID,"error_status_id,error_status_id"
ERR_TXT,error_text
ESTATMENT_CHG_DT,estatement_change_date
ESTATMENT_IND,estatement_indicator
ESTD_SHIP_TS,"estimated_ship_date,estimated_ship_time,estimated_ship_time,estimated_ship_date,estimated_ship_time,estimated_ship_date,estimated_ship_time,estimated_ship_date"
ESTGE_OVRL_RQST_STATUS_CODE,estage_overall_request_status_code
ESTG_OFFER_PBLSH_IND,coupon_atg_offer_published_indicator
ESTIMATEDSHIPPING,estimated_shipping
ESTIMATE_DLY_DATE,estimate_delivery_date
ESTMTD_EFRT,estimated_effort
ESTMTD_EFRT_ID,estmated_effort_id
ESTMTD_VOL,"estimated_volume_number,estimated_volume_number"
ESTMTD_WT,"estimated_weight_number,estimated_weight_number,estimated_weight_number"
ESTSHIPPINGAFTCOUPON,estimated_shipping_after_coupon
EST_END_TM,eastern_tracker_end_time
EST_SEL_THRU_AMT,estimated_sell_through_amount
EST_TRK_DATE_KEY,eastern_time_tracker_date_key
EST_TRK_STRT_TIME_KEY,eastern_time_tracker_start_time_id
EST_TRK_STRT_TM,eastern_time_tracker_time
EST_VAL_IND,est_value_indicator
ETHNICITY_CD,"ethnicity_code,ethnicity_code"
ETHNICITY_DESC,ethnicity_description
ETHNIC_CD,ethnic_code
ETL_AUDIT_ID,"etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id,etl_audit_id"
ETL_END_TS,"etl_end_date,etl_end_time"
ETL_STRT_TS,"etl_start_date,etl_start_time"
EVENT1_TS,event1_timestamp
EVENT1_TYPE,event1_type
EVENT2_TS,event2_timestamp
EVENT2_TYPE,event2_type
EVENTCOUNT,event_count
EVENT_ACTIVE_IND,event_active_indicator
EVENT_ADJSTMT_QTY,event_adjustment_quantity
EVENT_BATCH_ID,event_batch_id
EVENT_BEGIN_DT,event_begin_date
EVENT_BEGIN_FISCAL_WEEK_ID,event_begin_fiscal_week_id
EVENT_CLASSIFICATION,"event_classification,event_classification,event_classification"
EVENT_DATE,"event_date,event_date"
EVENT_DESC,"event_description,event_description,event_description,event_description"
EVENT_DOLLOR_OFF_AMT,event_dollar_off_amount
EVENT_DT,"event_date,event_date,registry_event_date,event_date"
EVENT_END_DT,"promo_event_end_date,event_end_date,event_end_date"
EVENT_END_FISCAL_WEEK_ID,event_end_fiscal_week_id
EVENT_FEATURED_IND,"event_featured_indicator,event_featured_indicator"
EVENT_HIST_TRK_IND,event_history_track_id
EVENT_ID,"event_id,event_id,event_id,event_id,event_guid,event_guid,event_guid,event_id,event_id,event_id,event_id,event_id,event_id,event_id,event_id,event_id,event_id,event_id"
EVENT_ID1,"event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1,event_id1"
EVENT_ID10,event_id10
EVENT_ID2,"event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2,event_id2"
EVENT_ID3,"event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3,event_id3"
EVENT_ID4,"event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4,event_id4"
EVENT_ID5,"event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5,event_id5"
EVENT_ID6,event_id6
EVENT_ID7,event_id7
EVENT_ID8,event_id8
EVENT_ID9,event_id9
EVENT_IDENTIFIER_CD,event_identifier_code
EVENT_KEY,"event_key,event_key"
EVENT_LIFECYCLE_CD,"event_lifecycle_code,event_lifecycle_code,event_lifecycle_code,event_lifecycle_code"
EVENT_LIFECYCLE_DESC,event_lifecycle_description
EVENT_LOWEST_LEVEL_CD,event_lowest_level_code
EVENT_LOWEST_LEVEL_KEY,event_lowest_level_id
EVENT_MAILED_FIRST,"event_mailed_first,event_mailed_first"
EVENT_MULTIPLE_PRC_AMT,promo_event_multiple_product_amount
EVENT_NAME,"event_name,item_info_event_name,event_name,event_name,event_name,event_name,event_name,event_name"
EVENT_NAME_UPR,event_manager_uppercase
EVENT_NOTIFY_DAYS_CNT,event_notify_day_count
EVENT_OVRLP_PRIR_VAL,event_overlap_priority_value
EVENT_PLACEMENT,"event_placement,event_placement_description,event_placement"
EVENT_PLACEMENT_KEY,"event_placement_id,event_placement_id"
EVENT_PRC_AMT,promo_event_product_amount
EVENT_PROMO_PCT_OFF_VAL,event_promotion_percentage_off_value_number
EVENT_RANK,"event_rank,event_rank"
EVENT_REDEEM_FIRST,"event_redeem_first,event_rdeem_first"
EVENT_START_DT,promo_event_start_date
EVENT_STAT,event_status
EVENT_STEP_DESC,event_step_description
EVENT_STORE_NBR,"event_store_number,event_store_number"
EVENT_STRT_DT,event_start_date
EVENT_TIMEFRAME,event_time_frame
EVENT_TYPE,"event_type,event_type,event_type"
EVENT_TYPE_DESC,"weather_event_type_description,event_type_description,msc_event_type_description,msc_event_type_description"
EVENT_TYPE_ID,"weather_event_type_id,weather_event_type_id,event_type_id,create_date,event_type_id"
EVENT_VERSION_BEGIN_DT,event_version_begin_date
EVENT_VERSION_END_DT,event_version_end_date
EVENT_VERSION_KEY,"event_version_id,event_version_id,event_version_id"
EVENT_VERSION_NAME,event_version_name
EVENT_VER_NAME_UPR,event_version_name_uppercase
EVRY_DAT_LOW_PRC_IND,every_dat_low_price_indicator
EV_CAPTRD_DT,"ev_captrd_dt,ev_captrd_dt,ev_captrd_dt"
EV_DT,event_date
EV_SEQ_NUM,event_sequence_number
EV_TM,event_time
EV_TS,event_timestamp
EXCD_RECPT_CODE,exceed_receipt_code
EXCD_RECPT_PO_ERR_PCT,exceed_receipt_po_error_percentage
EXCD_RECPT_PO_OVRIDE_PCT,exceed_receipt_po_override_percentage
EXCD_RECPT_PO_WRN_PCT,exceed_receipt_po_warn_percentage
EXCD_RECPT_SHPMT_ERR_PCT,exceed_receipt_vendor_ship_error_percentage
EXCD_RECPT_SHPMT_OVRIDE_PCT,exceed_receipt_vendor_ship_override_percentage
EXCD_RECPT_SHPMT_WRN_PCT,exceed_receipt_vendor_ship_warn_percentage
EXCD_RECPT_VENDOR_ASN_ERR_PCT,exceed_receipt_vendor_asn_error_percentage
EXCD_RECPT_VENDOR_ASN_WRN_PCT,exceed_receipt_vendor_asn_warn_percentage
EXCD_VENDOR_ASN_OVRIDE_PCT,exceed_vendor_asn_override_percentage
EXCEPTION_CATEGORY,"exception_category,exception_category"
EXCEPTION_COMMENTS,"exception_comments,exception_comments"
EXCEPTION_TS,exception_capture_timestamp
EXCHANGE_RATE,"exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,create_process_code,exchange_rate,currency_exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate"
EXCH_RATE_EFECT_AMT,"exchange_rate_effect_amount,exchange_rate_effect_amount"
EXCLD_EMP_INCTV_IND,exclude_employee_incentive_indicator
EXCLD_IMPORT_IND,exclude_import_indicator
EXCLD_NEW_STORE_ORDER_IND,exclude_new_store_indicator
EXCLN_IND,exclusion_indicator
EXCLN_RULE_LVL_CD,exclusion_rule_level_code
EXCLN_RULE_LVL_DESC,exclusion_rule_level_description
EXCLN_RULE_LVL_ID,"exclusion_rule_level_id,exclusion_rule_level_id"
EXCLSET_ALRT_TS,excelset_alert_timestamp
EXCLSET_ID,"coupon_excelset_id,exclusion_set_id,exclusion_set_id"
EXCLSET_NAME,exclusion_set_name
EXCLUDED_IND,"excluded_indicator,excluded_indicator,excluded_indicator"
EXCLUDE_FLAG,exclude_flag
EXCLUDE_LAST30_ORDER_FLAG,exclude_last30_order_flag
EXCLUDE_PAST30_ORDER_FLAG,exclude_past30_order_flag
EXCLVTY_TIER_NM,"exclusivity_tier_name,exclusivity_tier_name"
EXCLV_UNTL_DT,"item_info_exclusive_until_date,exclusive_until_date"
EXCL_RULE_ITEM_ID,exclusion_rule_item_id
EXCL_TXT,exclusion_set_text
EXCPTN_TS,"exception_create_timestamp,exception_time,exception_time"
EXCPTN_VENDOR_KEY,exception_vendor_guid
EXCS_AMT,excess_amount
EXCS_CASE_CNT_QTY,excess_case_count_quantity
EXCS_UNIT_CNT_QTY,excess_unit_count_quantity
EXCS_WAVE_NEED_PROC_CODE,excess_wave_need_procedure_code
EXERCISE_AEROBIC_IND,"exercise_aerobic_indicator,exercise_aerobic_indicator,exercise_aerobic_indicator,exercise_aerobic_indicator,exercise_aerobic_indicator"
EXERCISE_RUNNING_IND,"exercise_running_indicator,exercise_running_indicator,exercise_running_indicator,exercise_running_indicator,exercise_running_indicator"
EXERCISE_WALKING_IND,"exercise_walking_indicator,exercise_walking_indicator,exercise_walking_indicator,exercise_walking_indicator,exercise_walking_indicator"
EXIST_OPT_IN_OVER_WEEK_COUNT,exist_opt_in_over_week_count
EXPANSION_STORE_ID,"src_jda_expansion_store_num,src_jda_expansion_store_num"
EXPCTD_DLVRY_DT,expected_delivery_date
EXPECTED_ATTENDANCE,expected_attendance
EXPECTED_SPEND,expected_spend_amount_in_USD
EXPECT_PARNT_IND,"expect_parent_indicator,expect_parent_indicator"
EXPEDITED,"expedited,expedited"
EXPIRATION_DATE1,"coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1,coupon_expiration_date_1"
